row_Number,text,polarity
95,"[<Sentence: μαν πακια απεδειξ ακομ μια φορ ειναι εν κορυφαι πυγμαχ ολ εποχων, καθως λιγ «πατησει» επεστρεψ ρινγκ εμφατ ",1
97,"[<Sentence: το πουκαμις ευρ μeghan μολις εφερ πισω προσκην αυτ κλας τας συνεχιζ αυτ ιστοτοπ αποδεχ χρης συσκευ οπως περιγραφ πολιτ μαθ ",0
98,"[<Sentence: προσφατ παραδειγμα, μετακινης δημοτ εκλογ πεντ μην νωριτερ απλως μον στ μεσα μια ημερ τρ καλπ (μαζι εθν ευρωεκλογες) προκειμεν χας -ετσι πιστευουν- μικρ διαφορ ν.δ.ναι, χωρις καμ σοβαρ δικαιολογ (κατι λε μπορ καν δημαρχ πατουλ δημιουργ προβλημα) αλλαζ ημερομην εκλογ ετσι οπως αποφασις τρ χρον τετοι εποχ καν δημοψηφισμ φυγ χωρ ευρ ευρωζων μετα δεκ ημερ αγνο αποτελεσμ δημοψηφισμ ιδι εστ μετρ «οχι».αλλα αντι αλλων, οπως πορευτ μεχρι σημερ ψεμ υποκρις ολ ολ μεχρι τελους.>, <Sentence: παγως μερικ μην φπα πεντ νης αυτ αποφας πληρως καποι αλλ κοινων ομαδ αμυν χωρ νε περικοπ ",-1
99,"[<Sentence: φωτογραφιες: παπαδημητριου-αντωνοπουλου επαιρν επιδομ ενοικιου, ενω εχ σπιτ εκατ. μανχατ σφοδρ κριτ δεχθ κυβερνης τοποθετης ραν αντωνοπουλ θες μονιμ αντιπροσωπ ελλαδ οργανισμ οικονομ συνεργας αναπτυξ (οοσα) εδρ παρισι.>, <Sentence: επενδυτ χαρτοφυλακ ανω δολαριων, καταθες δολαρ ετης εισοδημ δολαριων, πλους ζευγαρ τοτε κυβερνησης, υπουργ οικονομ αναπτυξ δημητρ παπαδημητρ αναπληρωτρ υπουργ εργας ραν αντωνοπουλου, μον “χιλιαρικακι” ενοικ ειχ αναγκη.σημερα, αποκαλυψ μον μεταφορ οικοσκευης, εισιτηρ εξοδ εγκαταστας κυρι αντωνοπουλ παρισι, στοιχις ελλην φορολογουμεν ευρω, δηλαδη φορ επιδομ ενοικ οποι παραιτ πεντ μην πριν, προκαλες νε πολιτ κοινων θυελλα.>, <Sentence: κ.ζουραρις ειχ παραιτ εν μην νωριτερ κυρι αντωνοπουλου, μετα σαλ προκλ οχετ υβρ κατα ολυμπιακ αρ εξαπελυς μικροφων ραδιοφων εκπομπη.>, <Sentence: περισς θρασος, κατηγορ στελεχ πειραιως “τους ενοχλ μαλλον ρωτ συνδαιτυμον κ. μητσοτακη, γνωστ δειπν στηριξ του, προσωπ ενεκριν ανταλλαγματα”.κι κολωνακ ζευγ αντωνοπουλου-παπαδημητριου εμεν ενοικ λαμβαν μαλιστα κρατ επιδοτηση, μανχαταν, πολυτελ συνοικ νε υορκης, εχ ιδιοκτητ ",-1
101,"[<Sentence: ηπα: βιαι διαδηλως μετα θανασιμ πυροβολισμ ανδρ αστυνομ βιαι συγκρους ξεσπας βραδ σαββατ περιοχ σαουθ σαιντ σικαγο, οπου κατοικ κυριως αφροαμερικανοι, μετα περιστατ κατα οποι αστυνομ πυροβολ σκοτως εν ανδρα, οποι υπηρχ υποψ εφερ επανω πυροβολ οπλο.>, <Sentence: επισημ ανακοινως αστυνομ σικαγ ανεφερ «ακολουθησε ενοπλ αντιπαραθες αποτελεσμ εν αξιωματ χρησιμοποι οπλ τραυματις θανασιμ ",-1
105,"[<Sentence: «ρουβικωνας» σχετ αναρτης ιστοσελιδ αντιεξουσιαστ χωρου, αναφερ μεταξυ αλλων, προχωρ σημεριν επιθεση, επειδη συγκεκριμεν επιχειρης απελυς εργαζομεν πασχ σοβαρ ",-1
107,"[<Sentence: κομμ δικαιοσυν αναπτυξ ερντογ υπερεθνικιστ συμμαχ κοινοβουλ σχεδιαζ προωθ κανονισμ ασφαλει ωστε μαχ κατα τρομοκρατ συνεχιστ αφου ληξ καθεστ εκτακτ αναγκης, οπως ανεφερ δυο πηγ ",0
108,"[<Sentence: «ο στοχ ειναι παρ μερ ολυμπιακ αγων νομιζ καταφερω».η αθλητρ μιλ συναισθημ οταν αεροπλαν αφ αγι ",0
109,"[<Sentence: αστυνομ ερευν προεκυψ μεταφερομεν αλλοδαποι, εισηλθ παρανομ ελληνοτουρκ μεθορ τελικ προορισμ αθηνα, ενω μεταφορ κατεβαλ χρηματ ",-1
115,"[<Sentence: κρατ προυπολογισμ κυβερνης ορις αναπτυξιακ στοχευς σταθμις κοινων αναγκες» παραλληλα, υπογραμμιζ σχεδιαζ ελαφρυνς εισφορ επαγγελματ κατηγορ εχ υποστ μεγαλ επιβαρυνσεις.>, <Sentence: τελος, διαβεβαιων διαδικας διαγραφ παλαι αμφισβητουμεν οφειλ τοκ προσαυξης εχ παραχθ εως αρχις αμεσα, ωστε μπορες εγκλωβισμεν ασφαλισμεν παρ συνταξ τους.>, <Sentence: δημοσιογραφοι, επαγγελματιες, επιστημον μικρ βαθμ εργοδοτες, δηλαδη ολ κατηγορ ασφαλισμεν δικα απαλλαγ εφοσον εμπιπτ πλαισι σχετ κριτηριων» αναφερ κ. ",1
116,"[<Sentence: επικεφαλ αιγυπτιακης-γερμανικης ομαδας, ραμαντ χουσειν πανεπιστημ τιμπιγκεν, λε πολ λιγ μασκ πολυτιμ μεταλλ εχ διασωθ μεχρι σημερα.στην πλειοψηφ ταφ αρχαι αιγυπτ αξιωματουχ ειχ ηδη λεηλατ χρον αρχαιοτητας, λε χουσειν κατα παρουσιας ευρημ σακκαρα, βρισκ λιγ χιλιομετρ νοτι καιρου.>, <Sentence: «το ασημ ητ σπανι τοτε ακριβ χρυς εκειν εποχη», δηλως χουσειν.>, <Sentence: δεδομεν υπηρχ ασημ αιγυπτο, πιθανον εισηχθ εξωτερικο.συμφωνα χουσειν, τεχνικ κατασκευ μασκ ειναι επισης ενδιαφερουσα.>, <Sentence: «αυτη ητ περισς τεχνικ ακολουθ αρχαι ελλαδα».η μασκ βρισκ προσωπ μουμιας.>, <Sentence: ειναι τουλαχιστον ετων, σαρκοφαγ ειναι ακομ εντελως αθικτη.οι απιστευτ θησαυρ αρχαιοτητας, εκτιθεντα αιγυπτιακ μουσει πλατει ταχριρ καιρο, συντομ βρ νε κατοικια: μεγαλ αιγυπτιακ μουσειο, εν υπερσυγχρον νε κτιρ κοντ πυραμιδ ",1
118,"[<Sentence: γεγον νε δυνατοτητ βρισκ ωρ σταδι σημαιν φυσικ παρ λιγ καιρ μεχρι φτας επισημ εκδος αφου πρεπ πρωτ ολοκληρωθ απαραιτητ δοκιμ ",1
119,"[<Sentence: γεγον δυο πρωτ αν χωρ συνδικαλιστ οπως αναφερει, δημιουργ οξυνς σχες συνεργας καθως «δυστυχως κλιμ χωρ συνδικαλιστ ητ αρχ διαφορετικο...επιθυμουσαν διακαως πραξ καθηκοντ νομ συμβουλ υπηρετ δικ στοχευσεις».ο νομ συμβουλ υγειονομ περιφερει πελοποννησου, ιονι δυτικ ελλαδας, παραθετ αναφορ σειρ περιστατ περιοδ οπου εμπλεκ διαφορ τροπ τρ πολιτ αυτ προσωπα, περιστατ οποι αναφορ μον ερωτημ γεννα.μια υποθες εκκρεμ ηρθ προσκην εντον τροπ οταν πρωην προεδρ ενως ιατρ νοσοκομει αχαι (εινα) κ. γιωργ γιαννοπουλ τοποθετ διοικητ υπε.>, <Sentence: επιφαν στελεχ ανωτερ σωματει προεδρ μεταγεν δ.ς υπηρξ γεωργ γιαννοπουλ συνεχει διοικητ υπε».οπως καταγγελλ κ. λεπιδας, διαρκει συναντης ειχ ιουλ επικεφαλ υπ «επεμενε πολ πιεστ παραιτ αγωγ πραγμ αρν εφ’οσον υπηρχ ",-1
123,"[<Sentence: σειμουρ χερς: «σκεφτομαι», θανατηφορ λεξ μμε ηπα προερχομεν χρυς εποχ μιντια, επιφαν συγγραφ επισημαιν ελλειψ ειδησιογραφ ουσιαστ αναλυς σχετ πολεμ υεμεν σεβ ιδιαιτερ μαρτιν λουθερ κινγκ «επειδη περπατ αγρι συνοικ σικαγ χωρις δειλιαζ αντιμετωπιζ εκφοβισμο» νε σημεριν εποχ φαιν «αδομητα χαοτικα» συναρμολογ παρουσιαζ χωρ «μεροληπτικη» υπηρχ περιοδ μπορ κυριαρχ ειδησεις.>, <Sentence: αλλα λογια, εφημεριδ γιν περισς πιστευτ οποιονδηποτ αλλ κυβερνηση, αυτ χαρακτηριζ «χρυση εποχη», περιοδ διηρκες τρια-τεσσερα χρον επιφαν δημοσιογραφ σειμουρ χερς, βραβευμεν πουλιτζερ, συγγραφ μπεστ σελλερς πρωτοποριακ αρθρα, προσφατ συνεντευξ χαρακτηρις λεξ «σκεφτομαι» θανατηφορ μμε ηπα.>, <Sentence: χερς προερχομεν χρυς εποχ μιντ επισημαιν ελλειψ ειδησιογραφ ουσιαστ αναλυς σχετ πολεμ υεμεν αποσυρς σουδ λιστ απαγορευμεν ταξιδιωτ προορισμων, σημαντικ ειδης χρηζ διερευνησης.>, <Sentence: χερς αναφερ συνεχιζομεν επιχειρης ειδικ δυναμ ατελειωτ πολιτ παρεμβας ηπα ολ ηπειρ προβαλλ αρκετ εξαιτ σημεριν καταστας ειδησεων.>, <Sentence: εκτ «σημερινες εφημεριδ εχ πολυτελει διατηρ ανταποκριτ τομεα», χερς νε σημεριν εποχ φαιν «αδομητα χαοτικα» συναρμολογ παρουσιαζ χωρ «μεροληπτικη».>, <Sentence: αλλα λογια, εφημεριδ γιν περισς πιστευτ οποιονδηποτ αλλ κυβερνηση, αυτ χαρακτηριζ “χρυση εποχη”, περιοδ διηρκες τρια-τεσσερα χρονια».>, <Sentence: οσον αφορ αναδειξ συριακ πολεμου, χερς ητ πρωτ αμφισβητ ευρ διαδεδομεν αντιληψ ηπα μπασαρ αλ ασαντ ειχ χρησιμοποι νευρ αερι εναντ λα του.>, <Sentence: χερς εγραψ εν αρθρ εξηγ αποδεικτ στοιχει ηνωμεν πολιτει «παρελειψαν σημαντικ πληροφορ ομπαμ παρουσιας υποθες γεγονοτα».>, <Sentence: (απο συνεντευξ σειμουρ χερς δημοσιευτ ηλεκτρον πολιτ περιοδ αποδοση: ανν μισιαουλη) μις ασαντ ηπα ειναι παραλογ ολ μεσα μαζ ενημερως ηπα ητ ετοιμ κατηγορ συρους, οταν πραγματικοτητ αμερικαν κυβερνης γνωριζ δυο μην υπηρχ δευτ ομαδ μπορ ειναι υπευθυν (τουρκια σαουδ αραβια).>, <Sentence: χερς υποστηριξ βασικ καλυψ συρι εταιρ μεσα ενημερως ηπα ειναι ανεξαρτητ κρατ πιες προπαγανδα, θεωρ συγκλονιστ γεγον ασαντ θεωρειτα εν τος φρικτ προσωπ χωρις καν γιν συγκρις σαουδ ",-1
